label;PCL Intersection;Mesh Intersection;image;location
DURING;[2.67563, 0.0174163, 4.83544, 0.0, -21.2177, -92.2162];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[ 500 3777] [ 623 3837]]
200LBM;[2.67563, 0.0174163, 4.83544, 0.0, -21.5242, -89.4844];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[ 734 3802] [ 863 3850]]
LAUNCHFOR;[2.67563, 0.0174163, 4.83544, 0.0, -21.1596, -90.5039];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[ 616 3805] [ 793 3875]]
LA;[2.67563, 0.0174163, 4.83544, 0.0, -21.1899, -89.1487];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[ 792 3850] [ 841 3874]]
ODE;[2.6794, -0.515827, 4.48176, 0.0, -42.7675, -88.4387];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[1445 2164] [1499 2205]]
GENER;[2.67996, -0.528394, 4.46128, 0.0, -42.9361, -87.2461];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[1509 2177] [1565 2210]]
018;[2.99413, -0.618558, 4.35945, 0.0, -39.4971, -61.3139];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[2890 2630] [2921 2649]]
POWER;[3.27516, -0.729768, 3.95836, 0.0, -46.0652, -48.9968];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[3457 2073] [3560 2148]]
LABCA;[3.27231, -0.737327, 3.96175, 0.0, -45.7379, -49.5558];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[3453 2116] [3521 2158]]
FIRE;[3.23361, -0.555472, 4.39197, 0.0, -34.7586, -43.2409];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[3980 2848] [4054 2899]]
MODE;[3.26436, -0.543252, 4.44909, 0.0, -31.4562, -41.1486];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[4199 3085] [4254 3116]]
20;[3.55249, -0.420108, 3.91978, 0.0, -46.077, -24.7815];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[4650 1581] [4888 1795]]
SAMS-II;[3.40773, -0.416553, 4.09604, 0.0, -44.9086, -28.6554];;data/images/isaac_sci_cam_image_delayed/1657544621.492.jpg;[[4487 1794] [4715 1936]]
FCFLowerRackDoor;[2.2587, 0.59151, 4.51447, 0.0, -25.3346, 122.643];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2881   65] [3111  166]]
F2;[2.36932, 0.604055, 4.56199, 0.0, -23.5964, 115.032];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2441  221] [2468  289]]
G2;[2.37163, 0.584135, 4.75249, 0.0, -10.9731, 115.501];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2462 1206] [2485 1270]]
FCF;[2.27085, 0.599981, 4.50588, 0.0, -25.6711, 121.394];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2888   72] [2935  105]]
Lower;[2.26244, 0.592475, 4.51084, 0.0, -25.433, 122.19];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2928   84] [3005  132]]
Rack;[2.24853, 0.594364, 4.51128, 0.0, -25.1882, 123.097];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2995  103] [3064  150]]
Door;[2.23642, 0.592922, 4.51326, 0.0, -24.9879, 123.832];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[3050  119] [3114  166]]
PIN;[2.2627, 0.59174, 4.51933, 0.0, -25.0124, 122.309];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2956  128] [2989  154]]
87211MFAG10300;[2.24115, 0.592212, 4.51864, 0.0, -24.6647, 123.612];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2984  134] [3146  205]]
S/N;[2.26169, 0.593274, 4.52668, 0.0, -24.4961, 122.317];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2958  173] [2993  199]]
2003;[2.25385, 0.59216, 4.52946, 0.0, -24.3947, 122.883];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[2989  178] [3042  213]]
400mm;[2.14018, 0.407754, 4.61331, 0.0, -20.7918, 138.077];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[4084  401] [4181  442]]
Lens;[2.13709, 0.393183, 4.61896, 0.0, -20.5561, 138.987];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[4174  412] [4239  454]]
Rack;[2.62779, -0.0421646, 4.81297, 0.0, 24.7797, 134.001];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[3758 3962] [3815 4000]]
cu;[2.62779, -0.0421646, 4.81297, 0.0, 24.9653, 133.527];;data/images/isaac_sci_cam_image_delayed/1657545020.689.jpg;[[3735 3982] [3761 4003]]
300;[3.64626, -0.67155, 3.79771, 0.0, -41.3681, -33.1841];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[ 779  203] [1053  541]]
10-5192;[4.13445, 0.357362, 3.67671, 0.0, -38.1021, 12.7362];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3503  766] [3697 1138]]
ATBD;[5.23017, 0.882674, 4.85035, 0.0, -0.180947, 18.2741];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[4229 3653] [4442 4027]]
CDVB.Commentreal;[3.41263, -0.468808, 4.53494, 0.0, -22.0539, -34.4957];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[ 330 1746] [ 465 1989]]
No;[3.4092, -0.474583, 4.50222, 0.0, -22.8494, -35.5551];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[ 314 1761] [ 342 1801]]
NS;[3.4092, -0.474583, 4.50222, 0.0, -22.7233, -35.8481];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[ 285 1771] [ 314 1806]]
1006;[3.41263, -0.468808, 4.53494, 0.0, -22.1317, -35.4091];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[ 299 1807] [ 350 1879]]
ENTOUT;[5.22871, -0.914616, 4.73931, 0.0, -4.06243, -19.1707];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[1329 3442] [1409 3479]]
SERVER;[5.15385, -0.835022, 4.48958, 0.0, -9.08469, -17.95];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[1507 3026] [1535 3096]]
HV1;[5.17994, -0.826485, 4.55135, 0.0, -8.26759, -17.9961];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[1501 3110] [1517 3142]]
TONOD2;[5.15275, -0.650023, 4.73535, 0.0, -4.83187, -14.3513];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[1688 3351] [1839 3476]]
HV-3.SERVER;[5.11299, -0.673351, 4.84041, 0.0, -1.08392, -15.8837];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[1595 3664] [1621 3781]]
10-5268;[4.22812, 0.245215, 3.95466, 0.0, -30.4754, 8.02168];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3292 1451] [3414 1643]]
TOJICABLEIFICUNCE;[5.09551, 0.359636, 3.7083, 0.0, -25.9715, 8.1149];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3321 1860] [3436 1881]]
UBLE-GROUNDETIOUS;[5.10698, 0.374353, 3.70306, 0.0, -25.6871, 8.21969];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3340 1878] [3434 1900]]
HV-2SERVER;[5.25094, 0.32088, 4.1248, 0.0, -16.9135, 6.56266];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3253 2517] [3357 2541]]
LAB101;[5.26635, 0.0860156, 4.16151, 0.0, -15.9329, 1.68892];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[2944 2600] [2996 2614]]
O;[4.61703, 0.627516, 3.63984, 0.0, -31.1377, 16.8806];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3892 1414] [3944 1459]]
-5237;[4.66902, 0.623929, 3.67514, 0.0, -30.0245, 16.3059];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3837 1452] [3946 1595]]
IMPSMARCONTINUOUS;[5.10698, 0.374353, 3.70306, 0.0, -25.7982, 8.2266];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3337 1878] [3433 1888]]
LE-GROUNDRE;[5.10698, 0.374353, 3.70306, 0.0, -25.6904, 8.15878];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3351 1888] [3410 1897]]
ONIN;[5.22521, 0.74287, 4.09484, 0.0, -16.902, 15.5737];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3937 2494] [3963 2501]]
MOVE;[5.29386, 0.743284, 4.13121, 0.0, -16.0149, 15.2581];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3916 2560] [3953 2571]]
DONOT;[5.2813, 0.781639, 4.13538, 0.0, -15.9746, 15.8454];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3953 2560] [4000 2571]]
TONOD2;[5.9869, 0.796341, 4.46002, 0.0, -7.77497, 13.0486];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[3742 3127] [3920 3284]]
TENCARCACAT22;[3.892, 0.689525, 3.72147, 0.0, -39.2281, 27.4464];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[4469  562] [4557  736]]
in;[3.92172, 0.7578, 3.71276, 0.0, -38.4936, 29.0781];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[4562  571] [4712  775]]
ACCEDSI;[3.91193, 0.704213, 3.7258, 0.0, -38.7009, 27.3716];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[4488  653] [4547  737]]
O-FRAG;[4.12091, 0.788895, 3.69607, 0.0, -35.6717, 26.8078];;data/images/isaac_sci_cam_image_delayed/1657544758.828.jpg;[[4431  820] [4627 1074]]
PREPORT;[3.55254, -0.180046, 5.82781, 0.0, 78.4962, -82.2174];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1853 3139] [1970 3423]]
Cable;[4.24456, -0.563297, 5.79052, 0.0, 47.0795, -41.0992];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[661 833] [709 854]]
QualityMonn;[4.24456, -0.563297, 5.79052, 0.0, 46.7965, -42.2491];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[563 826] [669 891]]
120/28V;[4.24456, -0.563297, 5.79052, 0.0, 46.5206, -42.9787];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[528 843] [596 879]]
Monitor;[4.24456, -0.563297, 5.79052, 0.0, 47.0955, -41.7027];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[626 850] [688 875]]
Air;[4.22663, -0.562418, 5.79404, 0.0, 46.6731, -43.256];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[548 874] [569 890]]
Supply;[4.22663, -0.562418, 5.79404, 0.0, 47.0717, -42.5103];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[588 874] [647 901]]
TO;[4.22663, -0.562418, 5.79404, 0.0, 46.5385, -43.6636];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[522 881] [543 892]]
Power;[4.22663, -0.562418, 5.79404, 0.0, 46.8386, -43.3854];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[537 885] [592 909]]
ForEnergeno;[4.17807, -0.476155, 5.74396, 0.0, 50.2259, -38.3812];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[ 957  910] [1009 1060]]
7;[4.1719, -0.492903, 5.74396, 0.0, 50.041, -39.4343];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[ 903  942] [ 952 1065]]
RECRESTANDS-BOOK;[3.79565, -0.457374, 5.81228, 0.0, 61.957, -61.1999];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[ 858 2241] [1026 2415]]
HAUST;[3.80482, -0.422108, 5.85161, 0.0, 63.9191, -59.0413];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1081 2310] [1165 2392]]
SayPerSphyCa;[3.62706, 0.0748962, 4.78772, 0.0, 55.4493, -73.2886];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[  90 2495] [ 204 2606]]
AirQuality;[3.62706, 0.0748962, 4.78772, 0.0, 55.4156, -73.8394];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[  89 2533] [ 172 2611]]
Supply;[3.62706, 0.0748962, 4.78772, 0.0, 55.549, -74.5441];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[  95 2577] [ 162 2643]]
ACCESS;[3.53698, -0.23579, 5.68077, 0.0, 71.4199, -103.664];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1279 3733] [1382 3801]]
ASS;[3.54102, -0.25832, 5.68336, 0.0, 70.6528, -104.084];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1234 3770] [1297 3820]]
RECIR;[3.54102, -0.25832, 5.68336, 0.0, 69.3344, -104.704];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1116 3814] [1193 3866]]
LABIDIKI;[4.4892, -0.187926, 5.75289, 0.0, 44.547, -13.0295];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[2046   19] [2073  104]]
Baily-Banter-Teer-Stank;[4.44837, -0.274933, 5.74472, 0.0, 45.816, -18.9618];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1727  157] [1800  329]]
FIREPORT;[3.54747, -0.17559, 5.83101, 0.0, 78.5449, -83.4673];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1884 3184] [1934 3418]]
EMERGENCYUSE;[3.5474, -0.17189, 5.83754, 0.0, 79.0191, -83.4153];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1928 3191] [1966 3418]]
LAB102;[3.55223, -0.184842, 5.82613, 0.0, 78.0229, -82.3156];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1860 3226] [1891 3332]]
H1;[3.53203, -0.18307, 5.81996, 0.0, 78.1358, -87.1622];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1862 3339] [1883 3378]]
RGEIN;[3.53633, -0.22943, 5.68707, 0.0, 73.1792, -107.949];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[1441 3800] [1548 3869]]
LORATION;[3.62706, 0.0748962, 4.78772, 0.0, 81.9309, -133.978];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[2261 3858] [2360 3885]]
TEST;[3.62706, 0.0748962, 4.78772, 0.0, 82.5345, -139.676];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[2360 3867] [2413 3888]]
NOISIA;[3.62706, 0.0748962, 4.78772, 0.0, 82.9736, -144.692];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[2413 3868] [2482 3895]]
B;[3.62706, 0.0748962, 4.78772, 0.0, 60.5998, 99.0454];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[5126 3671] [5369 4036]]
IMAHANA;[3.62706, 0.0748962, 4.78772, 0.0, 62.0304, 100.37];;data/images/isaac_sci_cam_image_delayed/1657546924.972.jpg;[[5003 3738] [5196 4035]]
WWW.MEJIAPHYOUTHERALTA.CO;[4.19656, 0.693103, 5.85038, 0.0, 48.0316, 120.35];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[2441  125] [3243  556]]
BALLANDIANARALLANDON;[4.22744, 0.666218, 5.85008, 0.0, 49.309, 119.424];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[2508  277] [3099  617]]
1.0;[4.65903, 0.726583, 5.62255, 0.0, 44.1277, 90.8239];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[1127  392] [1310  551]]
6414;[4.64537, 0.611831, 5.63333, 0.0, 48.6471, 92.127];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[1283  590] [1674  957]]
CBCS;[4.77088, 0.556786, 5.60985, 0.0, 49.7969, 81.8875];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[ 964 1002] [1210 1248]]
Skips?;[4.7932, 0.552162, 5.60665, 0.0, 49.7757, 79.8761];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[ 876 1049] [1127 1322]]
1.0-;[4.65954, 0.712954, 5.62378, 0.0, 44.5699, 90.8964];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[1116  357] [1366  647]]
1.0CTB;[4.82761, 0.544863, 5.60549, 0.0, 49.7367, 77.0658];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[ 842 1225] [ 932 1323]]
PHOTOGRAPHISTOUSE-S;[4.8323, 0.537627, 5.60832, 0.0, 50.1628, 76.5235];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[ 821 1239] [ 959 1398]]
SIN$414;[4.83903, 0.549233, 5.61015, 0.0, 49.5201, 76.1938];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[ 801 1251] [ 876 1332]]
2;[4.78835, 0.535722, 5.61621, 0.0, 50.7397, 80.0342];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[1032 1216] [1091 1267]]
mmm;[4.01349, 0.664705, 5.87339, 0.0, 46.2838, 129.833];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[3259  130] [3434  240]]
Jo;[4.53788, -0.0925268, 5.84616, 0.0, 82.4606, 165.213];;data/images/isaac_sci_cam_image_delayed/1657550795.189.jpg;[[3290 2931] [3482 3110]]
92;[4.19577, 0.36311, 3.66425, 0.0, -61.9626, 28.3989];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4517    0] [4701  250]]
LAB102;[3.94666, -0.729915, 3.73688, 0.0, -52.9864, -68.5935];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[729 708] [868 826]]
ML2;[3.97314, -0.703322, 3.76589, 0.0, -52.8128, -65.9873];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[845 807] [965 920]]
Panel1;[3.63626, 0.0870686, 4.75844, 0.0, -28.3211, -57.9422];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[ 275 2800] [ 355 2867]]
Support;[4.52195, -1.08092, 4.03149, 0.0, -28.4373, -54.5416];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[ 493 2838] [ 659 2983]]
Rack;[4.46056, -0.96044, 4.14089, 0.0, -27.8931, -52.7471];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[ 630 2941] [ 744 3045]]
NORMAL;[3.63626, 0.0870686, 4.75844, 0.0, -20.3149, -49.8888];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[ 576 3642] [ 700 3736]]
AIRINLET;[3.63626, 0.0870686, 4.75844, 0.0, -18.9143, -41.9439];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[1191 3901] [1287 3976]]
BYPASS;[3.63626, 0.0870686, 4.75844, 0.0, -16.9149, -52.604];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[ 200 3909] [ 333 4005]]
25100-301;[4.1604, -0.619289, 3.74623, 0.0, -52.7815, -51.9681];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[1509 1186] [1534 1258]]
WARNING;[5.33891, -0.969938, 3.97617, 0.0, -22.7773, -30.7917];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[2110 3702] [2176 3729]]
WWW.COMERICANTHER;[4.02238, 0.0383187, 3.84714, 0.0, -69.0148, -2.72817];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3287   99] [3477  315]]
USB;[4.00426, 0.0254788, 3.84147, 0.0, -69.909, -4.80563];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3284  127] [3332  177]]
AMS;[4.13967, -0.391872, 3.82359, 0.0, -57.0823, -41.3709];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[2021 1011] [2114 1169]]
AdlinkMiniPC;[4.3907, -0.0891558, 3.9047, 0.0, -51.3534, -10.7214];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3295 1514] [3349 1689]]
INCUE-2012;[4.35042, -0.0899974, 3.93847, 0.0, -51.7945, -11.3524];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3275 1535] [3301 1611]]
COOL;[4.35557, -0.0967317, 3.93048, 0.0, -51.8831, -11.7853];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3263 1555] [3277 1585]]
DO-NOTMOV;[5.32733, -0.578261, 4.01857, 0.0, -24.3088, -20.3707];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[2835 3607] [2936 3655]]
Logiet;[5.31286, -0.439718, 4.04364, 0.0, -22.9626, -16.5472];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3143 3717] [3175 3770]]
RFID;[5.31286, -0.439718, 4.04364, 0.0, -22.4367, -16.3542];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3159 3764] [3190 3807]]
02;[3.63626, 0.0870686, 4.75844, 0.0, -20.0083, -24.5367];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[2564 3970] [2588 3991]]
LAB101;[3.63626, 0.0870686, 4.75844, 0.0, -19.8887, -25.1783];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[2488 3970] [2565 4006]]
TOTSYPL;[4.00488, 0.0299233, 3.8435, 0.0, -69.9313, -4.04001];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3290  101] [3366  188]]
LOCKER;[3.98949, 0.10533, 4.00109, 0.0, -67.4285, 8.0366];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3698  140] [3752  262]]
INDICATION;[4.16937, 0.188053, 3.67647, 0.0, -64.9602, 13.8741];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3958  212] [4011  364]]
SMOKE;[4.17136, 0.193726, 3.67565, 0.0, -64.8881, 14.5433];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3988  228] [4032  331]]
LOCKER-3;[4.48484, 0.11776, 3.74745, 0.0, -52.6407, 4.34691];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3961 1299] [4004 1393]]
TCBLOW-Supp;[4.44008, 0.0343985, 3.86651, 0.0, -51.1726, -1.30173];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3734 1485] [3772 1574]]
S;[4.44008, 0.0343985, 3.86651, 0.0, -51.0694, -1.68728];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3731 1532] [3745 1553]]
RFIDLLOOD;[5.31286, -0.439718, 4.04364, 0.0, -22.6272, -16.3987];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3148 3733] [3190 3808]]
11;[5.30598, -0.419135, 4.04939, 0.0, -22.4812, -16.0739];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[3182 3771] [3208 3796]]
RR-12/EARLY;[4.58285, 0.363647, 3.74825, 0.0, -48.6396, 18.4515];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4781 1250] [4811 1392]]
1.0CTB;[4.35593, 0.273128, 3.99683, 0.0, -48.6329, 16.3949];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4679 1342] [4700 1413]]
PINSEGILYZAT;[4.3852, 0.268267, 3.96915, 0.0, -48.5639, 15.9629];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4665 1354] [4677 1436]]
STONMENWAYS;[4.3852, 0.268267, 3.96915, 0.0, -48.7888, 15.8174];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4646 1359] [4660 1406]]
ACCESS)41;[4.63935, 0.374279, 3.72858, 0.0, -47.2235, 17.3916];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4787 1396] [4810 1506]]
SOURCE;[4.72508, 0.376327, 3.70922, 0.0, -45.6741, 16.2314];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4753 1571] [4837 1613]]
(P1);[4.7092, 0.350994, 3.71673, 0.0, -46.0105, 15.3129];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4710 1578] [4747 1600]]
CABLE;[4.70484, 0.335874, 3.71583, 0.0, -46.1429, 14.4596];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4645 1583] [4711 1619]]
POWER;[4.7221, 0.351231, 3.71371, 0.0, -45.8484, 15.1335];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4689 1589] [4762 1626]]
CONTINUOUS;[4.73082, 0.367649, 3.7106, 0.0, -45.4655, 15.8777];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4720 1590] [4842 1640]]
PS-28;[4.71037, 0.313268, 3.71215, 0.0, -46.2703, 13.5933];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4601 1601] [4652 1630]]
VDC;[4.71169, 0.327597, 3.716, 0.0, -45.9325, 14.251];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4650 1607] [4694 1635]]
CA;[4.73884, 0.384118, 3.70817, 0.0, -45.1416, 16.2944];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4803 1618] [4829 1637]]
28;[4.7198, 0.319521, 3.71498, 0.0, -45.9825, 13.7754];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4635 1623] [4656 1639]]
MAX;[4.73161, 0.343463, 3.71145, 0.0, -45.6302, 14.6321];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4680 1620] [4730 1650]]
DOUBLE-GROUNDED;[4.74695, 0.344109, 3.70635, 0.0, -45.4052, 14.6298];;data/images/isaac_sci_cam_image_delayed/1657546784.821.jpg;[[4624 1620] [4805 1683]]
